Sample #,Image Type,Query,True Label,Model Response,Correctness Score
Sample 96,Decreased Contrast,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values is 84:83.",0.7
Sample 96,Super Decreased Contrast,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green and blue graphs is 84:71, not 84:83.",0.7
Sample 96,Increased Sharpness,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the peak value of the green graph is 84, and the peak value of the blue graph is 83, so the ratio is 84:83.",0.9
Sample 96,Super Increased Sharpness,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green and blue graphs is 84:83.",0.7
Sample 96,Decreased Sharpness,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green and blue graphs is 84:83.",0.9
Sample 96,Super Decreased Sharpness,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the peak values of the green and blue graphs are 84 and 83, making the ratio 84:83.",0.7
Sample 96,Inverted,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak value of the green graph (84) to the blue graph (83) is 84:83.",1.0
Sample 96,Super Sharp and Super Saturated,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the peak value ratio of the green graph (84) to the blue graph (83) is 84:83.",0.9
Sample 97,Baseline,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line reaches a maximum value of 88%.",0.8
Sample 97,Black and White,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Vertically Stretched,Does the blue line has maximum value of 88%?,Yes,"No, the blue line has a maximum value of 88%. Its highest value is 88%.",0.0
Sample 97,Horizontally Stretched,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Squeezed Vertically,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Squeezed Horizontally,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line reaches a maximum value of 88%.",0.8
Sample 97,Downscaled,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",1.0
Sample 97,Upscaled,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.9
Sample 97,Increased Saturation,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Super Increased Saturation,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.9
Sample 97,Decreased Saturation,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line reaches a maximum value of 88%.",0.7
Sample 97,Super Decreased Saturation,Does the blue line has maximum value of 88%?,Yes,Yes. The blue line has a maximum value of 88%.,0.8
Sample 97,Increased Brightness,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.8
Sample 97,Super Increased Brightness,Does the blue line has maximum value of 88%?,Yes,"No, the maximum value of the blue line is 88%.",0.0
Sample 97,Decreased Brightness,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Super Decreased Brightness,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Increased Contrast,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Super Increased Contrast,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Decreased Contrast,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.8
Sample 97,Super Decreased Contrast,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.9
Sample 97,Increased Sharpness,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Super Increased Sharpness,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Decreased Sharpness,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.8
Sample 97,Super Decreased Sharpness,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.7
Sample 97,Inverted,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 68%.",0.7
Sample 97,Super Sharp and Super Saturated,Does the blue line has maximum value of 88%?,Yes,"Yes, the blue line has a maximum value of 88%.",0.9
Sample 98,Baseline,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 + 22 = 50) is greater than the smallest value of the green graph (39).",1.0
Sample 98,Black and White,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (confidence in the U.S. president) is 50 (28 + 22), which is greater than the smallest value of the green graph (favorable view of the U.S.) at 39.",1.0
Sample 98,Vertically Stretched,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (22 and 25) is 47, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Horizontally Stretched,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (22 and 25) is 47, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Squeezed Vertically,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"No, the sum of the two smallest values of the blue graph (28 and 22) is not greater than the smallest value of the green graph (55).",0.0
Sample 98,Squeezed Horizontally,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 and 22) is 50, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Downscaled,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (22 and 28) is 50, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Upscaled,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (22 and 25) is 47, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Increased Saturation,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 and 22) is 50, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Super Increased Saturation,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 and 22) is 50, which is greater than the smallest value of the green graph (43).",1.0
Sample 98,Decreased Saturation,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 and 22) is greater than the smallest value of the green graph (39).",1.0
Sample 98,Super Decreased Saturation,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 and 40) is 68, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Increased Brightness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (22 + 25 = 47) is greater than the smallest value of the green graph (28).",1.0
Sample 98,Super Increased Brightness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"The two smallest values of the blue graph are 22 and 25, summing to 47. The smallest value of the green graph is 39. Yes, the sum of the two smallest values of the blue graph is greater than the smallest value of the green graph.",1.0
Sample 98,Decreased Brightness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, 28 + 22 (blue) is greater than 59 (green).",0.7
Sample 98,Super Decreased Brightness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"No, the sum of the two smallest values of the blue graph (22 and 25) is not greater than the smallest value of the green graph (40).",0.0
Sample 98,Increased Contrast,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"No, the sum of the two smallest values of the blue graph (22 and 25) is 47, which is greater than the smallest value of the green graph (39).",0.0
Sample 98,Super Increased Contrast,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"The smallest value of the blue graph is 22. The two smallest values are 22 and 25, summing to 47. The smallest value of the green graph is 43. Therefore, yes, the sum of the two smallest values of the blue graph is greater than the smallest value of the green graph.",1.0
Sample 98,Decreased Contrast,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 and 22) is 50, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Super Decreased Contrast,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"No, the sum of the two smallest values of the blue graph (28 and 22) is not greater than the smallest value of the green graph (39).",0.0
Sample 98,Increased Sharpness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (22 and 25) is 47, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Super Increased Sharpness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (28 and 22) is 50, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Decreased Sharpness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (22 and 25) is 47, which is greater than the smallest value of the green graph (39).",1.0
Sample 98,Super Decreased Sharpness,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"No, the sum of the two smallest values of the blue graph (22 and 25) is 47, which is greater than the smallest value of the green graph (39).",0.0
Sample 98,Inverted,Is the sum of two smallest value of blue graph greater than smallest value of green graph?,Yes,"Yes, the sum of the two smallest values of the blue graph (30 + 43) is greater than the smallest value of the green graph (22).",1.0
